,Clip,Frame,IP,Selection,Label,Correct
1013,Danny_Standing_clip1,60,157.50.94.146,3R,3R,True
1014,Danny_Standing_clip1,60,71.105.180.164,2R,3R,False
1015,Danny_Standing_clip1,60,216.110.214.42,3R,3R,True
1016,Danny_Standing_clip1,60,157.51.231.246,3R,3R,True
1017,Danny_Standing_clip1,60,173.88.65.163,3R,3R,True
1018,Danny_Standing_clip1,60,142.196.129.55,2R,3R,False
1019,Danny_Standing_clip1,60,153.91.61.183,3R,3R,True
1020,Danny_Standing_clip1,60,96.91.176.162,3R,3R,True
1021,Danny_Standing_clip1,60,208.66.88.198,3R,3R,True
1022,Danny_Standing_clip1,60,192.3.231.20,3R,3R,True
