,frame_name,frame_num,obj1_name,obj1_prob,obj2_name,obj2_prob
0,Shira_Standing/clip6/68834594023.png,1,1G,0.10266701158058739,1R,0.10221784801399016
1,Shira_Standing/clip6/68834923224.png,2,4B,0.24009444981103953,3B,0.12201737259746688
2,Shira_Standing/clip6/68835253962.png,3,4B,0.3445166747164165,3B,0.16740105889623155
3,Shira_Standing/clip6/68835593979.png,4,1R,0.4530427566188606,4B,0.17225833735820825
4,Shira_Standing/clip6/68835923186.png,5,1R,0.6678678159384043,4B,0.08612916867910413
5,Shira_Standing/clip6/68836253867.png,6,1R,0.7995810924961755,2R,0.057599067759298524
6,Shira_Standing/clip6/68836593968.png,7,1R,0.8405690071255782,2R,0.06937096336511579
7,Shira_Standing/clip6/68836923248.png,8,1R,0.8726101980497526,2R,0.06784084456375204
8,Shira_Standing/clip6/68837253231.png,9,1R,0.4363050990248763,4B,0.20724332071878138
9,Shira_Standing/clip6/68837593964.png,10,4B,0.30548190803572806,1R,0.21815254951243815
10,Shira_Standing/clip6/68837923298.png,11,4B,0.3505404937920644,3B,0.19515045830507508
11,Shira_Standing/clip6/68838253933.png,12,1R,0.4808797199448332,4B,0.1752702468960322
12,Shira_Standing/clip6/68838593984.png,13,1R,0.6670061726969203,4B,0.0876351234480161
13,Shira_Standing/clip6/68838923236.png,14,1R,0.33350308634846015,4B,0.2409451531270343
14,Shira_Standing/clip6/68839253838.png,15,4B,0.3176001679665434,3B,0.17945160657152454
15,Shira_Standing/clip6/68839594018.png,16,4B,0.3569885107844416,3B,0.20111153535508952
16,Shira_Standing/clip6/68839923216.png,17,1R,0.47413392931105414,4B,0.1784942553922208
17,Shira_Standing/clip6/68840253193.png,18,1R,0.6466194188602503,4B,0.0892471276961104
18,Shira_Standing/clip6/68840593981.png,19,1R,0.32330970943012516,4B,0.2465230777659152
19,Shira_Standing/clip6/68840923260.png,20,4B,0.3120728867961383,3B,0.18041632656292747
20,Shira_Standing/clip6/68841253859.png,21,4B,0.34013982737988635,3B,0.20276544591656676
21,Shira_Standing/clip6/68841593955.png,22,4B,0.35466431965152645,3B,0.21399630240503964
22,Shira_Standing/clip6/68841923159.png,23,4B,0.36143427153063457,3B,0.2197062150708416
23,Shira_Standing/clip6/68842253227.png,24,4B,0.3630621378584915,3B,0.2226907537004884
24,Shira_Standing/clip6/68842594011.png,25,4B,0.3643146358516986,3B,0.2241686937529434
25,Shira_Standing/clip6/68842923167.png,26,4B,0.6794847965273357,3B,0.11339378987510634
26,Shira_Standing/clip6/68843253183.png,27,4B,0.7731260677752729,3B,0.08853849483706094
27,Shira_Standing/clip6/68843593982.png,28,4B,0.6011317758777743,3B,0.2123159247121685
28,Shira_Standing/clip6/68843923186.png,29,4B,0.45082793568954616,3B,0.33383622530363205
29,Shira_Standing/clip6/68844253864.png,30,3B,0.41228989806310334,4B,0.3598794495482076
30,Shira_Standing/clip6/68844593944.png,31,3B,0.49911343389840923,4B,0.2784642893392626
31,Shira_Standing/clip6/68844923158.png,32,3B,0.5853817743721628,4B,0.21143388243341266
32,Shira_Standing/clip6/68845253325.png,33,3B,0.742158649112959,4B,0.12486294403215212
33,Shira_Standing/clip6/68845593919.png,34,3B,0.8205470864833573,4B,0.08157747483152185
34,Shira_Standing/clip6/68845923198.png,35,3B,0.7693385344184215,2B,0.08839939657293513
35,Shira_Standing/clip6/68846253199.png,36,3B,0.8807488766131414,2B,0.04569268999349615
36,Shira_Standing/clip6/68846593959.png,37,3B,0.8350927643283752,2B,0.08762251577982533
37,Shira_Standing/clip6/68846923206.png,38,3B,0.7377236190123789,2B,0.15842233421515647
38,Shira_Standing/clip6/68847253793.png,39,3B,0.6158618887022491,2B,0.24802768710785106
39,Shira_Standing/clip6/68847593919.png,40,3B,0.5041665514520893,2B,0.3353448961145902
40,Shira_Standing/clip6/68847923156.png,41,3B,0.42417197378855354,2B,0.40104010272671803
41,Shira_Standing/clip6/68848253221.png,42,2B,0.5444996617040273,3B,0.28497766763161064
42,Shira_Standing/clip6/68848593962.png,43,2B,0.5884243925512324,3B,0.2326133062458074
43,Shira_Standing/clip6/68848923133.png,44,2B,0.5304898010009782,3B,0.2815742411258576
44,Shira_Standing/clip6/68849253865.png,45,2B,0.45964726306740533,3B,0.3548100840446098
45,Shira_Standing/clip6/68849593964.png,46,3B,0.44218886011515685,2B,0.38662384287897045
46,Shira_Standing/clip6/68849923201.png,47,3B,0.5484595612391736,2B,0.30758569190777685
47,Shira_Standing/clip6/68850253842.png,48,3B,0.6255445281530226,2B,0.2516229071060573
48,Shira_Standing/clip6/68850593962.png,49,3B,0.7664242609369005,2B,0.157192291452877
49,Shira_Standing/clip6/68850923158.png,50,3B,0.8021376432069116,2B,0.13533370956982158
50,Shira_Standing/clip6/68851253165.png,51,3B,0.8198600981540085,2B,0.12449955033286267
51,Shira_Standing/clip6/68851593994.png,52,3B,0.7463093288234083,2B,0.14302048301061587
52,Shira_Standing/clip6/68851923195.png,53,3B,0.37315466441170414,4B,0.3416727086396761
53,Shira_Standing/clip6/68852253981.png,54,4B,0.5125077059424668,3B,0.18657733220585207
54,Shira_Standing/clip1/68235595902.png,1,1G,0.0625,2G,0.0625
55,Shira_Standing/clip1/68235925136.png,2,1G,0.0625,2G,0.0625
56,Shira_Standing/clip1/68236255201.png,3,1G,0.0625,2G,0.0625
57,Shira_Standing/clip1/68236595906.png,4,1G,0.0625,2G,0.0625
58,Shira_Standing/clip1/68236925129.png,5,1R,0.2717960015696991,2R,0.13410099844676193
